Date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS
2016-01-20,21.897762298583984,55.11018753051758,109.53925323486328,46.91139602661133,17.15928840637207,53.284812927246094,47.84694290161133,86.24085998535156,119.03043365478516,127.2269515991211
2016-01-21,21.78690528869629,54.76919174194336,110.66925048828125,47.613338470458984,17.15928840637207,54.68136978149414,48.63434600830078,87.6200942993164,121.53858947753906,125.48919677734375
2016-01-22,22.945253372192383,48.141632080078125,111.75442504882812,48.6423454284668,17.51146697998047,56.36127471923828,50.04705810546875,90.30406188964844,120.0506820678711,129.80044555664062
2016-01-25,22.497303009033203,48.106658935546875,111.21634674072266,46.1934814453125,17.361600875854492,54.57341766357422,48.84278106689453,88.80366516113281,119.2004623413086,125.05065155029297
2016-01-26,22.62172508239746,48.16785430908203,114.80365753173828,47.190574645996094,17.77372169494629,56.75257873535156,49.16701889038086,89.71693420410156,120.3482666015625,127.80618286132812
2016-01-27,21.135334014892578,47.66948699951172,104.5528564453125,46.520538330078125,17.556428909301758,56.192604064941406,47.9511604309082,87.89967346191406,119.03043365478516,127.2021255493164
2016-01-28,21.286922454833984,46.23554992675781,105.8353271484375,48.72212600708008,17.316646575927734,57.96696090698242,48.11326599121094,87.16344451904297,119.92316436767578,129.9659423828125
2016-01-29,22.02219581604004,46.777652740478516,107.73660278320312,49.64741897583008,17.82618522644043,58.33802032470703,48.63434600830078,89.29756927490234,123.70660400390625,133.68966674804688
2016-02-01,21.816314697265625,47.82685470581055,109.01908111572266,50.01435470581055,17.59389305114746,57.54193878173828,49.305973052978516,88.67318725585938,121.7511215209961,132.10914611816406
2016-02-02,21.375146865844727,46.91754150390625,105.3958740234375,48.39508056640625,17.10683822631836,54.809539794921875,52.14296340942383,86.78135681152344,120.0506820678711,125.53059387207031
2016-02-03,21.7982177734375,47.310997009277344,109.29708862304688,50.46903991699219,17.30914878845215,57.089908599853516,54.12308120727539,88.66387176513672,121.87865447998047,126.341552734375
2016-02-04,21.97336769104004,47.54708480834961,110.85759735107422,52.614784240722656,17.63884925842285,57.20460891723633,54.875755310058594,88.93412780761719,124.04666900634766,129.49429321289062
2016-02-05,21.386505126953125,47.197330474853516,109.91590881347656,52.74241256713867,17.151796340942383,55.915992736816406,54.06517028808594,87.5082778930664,121.32601928710938,129.4777374267578
2016-02-08,21.611690521240234,45.81587219238281,107.14469909667969,51.51399612426758,17.18177032470703,58.01418685913086,53.53251647949219,85.84944152832031,119.7530746459961,123.50322723388672
2016-02-09,21.607145309448242,46.01698303222656,106.6155776977539,50.99549865722656,16.97196388244629,55.942989349365234,53.96097946166992,86.03581237792969,120.22075653076172,122.67572784423828
2016-02-10,21.443368911743164,45.719688415527344,105.32122039794922,49.567665100097656,16.867053985595703,56.02394485473633,53.45146942138672,82.8020248413086,120.30577087402344,121.83170318603516
2016-02-11,21.313711166381836,44.687957763671875,98.15257263183594,48.985347747802734,18.493070602416992,55.99020004272461,51.87663269042969,84.16263580322266,116.69230651855469,116.4198989868164
2016-02-12,21.379676818847656,46.04318618774414,98.32453918457031,50.37331771850586,18.815271377563477,57.63640594482422,53.27778244018555,84.9454574584961,120.13572692871094,120.92143249511719
2016-02-16,21.982465744018555,46.49785232543945,101.91793060302734,52.01652145385742,19.362266540527344,57.94384002685547,54.2273063659668,86.58565521240234,122.6863784790039,123.31291198730469
2016-02-17,22.319116592407227,46.873817443847656,105.3031234741211,53.65176773071289,19.82684898376465,60.33509826660156,55.570526123046875,88.9993667602539,124.72691345214844,124.90167236328125
2016-02-18,21.896020889282227,47.34598159790039,106.41644287109375,52.74241256713867,19.804367065429688,59.25562286376953,55.08418273925781,88.69181823730469,123.62158203125,122.24541473388672
2016-02-19,21.84598731994629,47.83560562133789,104.23507690429688,52.18404006958008,19.894285202026367,59.09846878051758,54.516788482666016,88.54270935058594,123.3665771484375,121.56686401367188
2016-02-22,22.037052154541016,48.64000701904297,106.2535171508789,53.69163513183594,19.954227447509766,60.68353271484375,55.454734802246094,89.81012725830078,125.02449035644531,123.12257385253906
2016-02-23,21.53890037536621,48.18535232543945,105.81001281738281,52.471195220947266,19.572078704833984,58.01218032836914,54.4009895324707,88.88751983642578,124.2167739868164,119.91189575195312
2016-02-24,21.859634399414062,47.77440643310547,104.624267578125,52.550968170166016,19.721939086914062,58.25810241699219,54.6441650390625,88.93412780761719,123.11149597167969,120.44978332519531
2016-02-25,22.009763717651367,48.43015670776367,105.73757934570312,53.0215950012207,19.931747436523438,58.278602600097656,55.697914123535156,89.13914489746094,125.25406646728516,122.67572784423828
2016-02-26,22.04387855529785,48.421424865722656,106.95046997070312,53.34065628051758,19.78937530517578,57.629554748535156,56.43899154663086,88.82228088378906,125.9825210571289,124.33073425292969
2016-02-29,21.993837356567383,48.59629821777344,106.96857452392578,54.00273895263672,19.617036819458008,57.00783920288086,56.288455963134766,89.01798248291016,124.86837005615234,124.27253723144531
2016-03-01,22.8673152923584,49.66299819946289,108.57970428466797,55.111507415771484,20.104095458984375,58.8456916809082,57.97908401489258,91.00301361083984,128.0393524169922,128.52772521972656
2016-03-02,22.917356491088867,49.942787170410156,108.29912567138672,55.34282302856445,20.156545639038086,59.53571319580078,57.458011627197266,90.39725494384766,129.32489013671875,128.15371704101562
2016-03-03,23.087953567504883,50.790897369384766,108.2629165649414,57.233333587646484,20.134063720703125,59.802181243896484,57.43483352661133,92.09336853027344,129.49630737304688,129.09286499023438
2016-03-04,23.431432723999023,50.96577835083008,109.58441925048828,58.10279083251953,20.081615447998047,60.075469970703125,58.23386001586914,91.77649688720703,130.52476501464844,130.3478240966797
2016-03-07,23.172119140625,51.58656311035156,111.24079895019531,59.64231872558594,20.33637809753418,61.94749450683594,57.62012481689453,92.62458038330078,129.79623413085938,129.10946655273438
2016-03-08,22.981042861938477,51.9625244140625,110.74296569824219,57.217369079589844,20.268938064575195,60.62888717651367,56.543216705322266,91.16144561767578,128.81065368652344,125.99288177490234
2016-03-09,23.00152015686035,51.63028335571289,111.20458221435547,57.329071044921875,20.688554763793945,63.41641616821289,56.80953598022461,91.0123291015625,128.76783752441406,124.5883560180664
2016-03-10,23.012889862060547,51.36798095703125,111.2770004272461,56.9222412109375,20.51620864868164,64.18161010742188,56.89060592651367,90.43453216552734,128.2964630126953,125.51090240478516
2016-03-11,23.260828018188477,51.988773345947266,112.80667114257812,58.07088088989258,20.875886917114258,64.61888122558594,58.615962982177734,91.27327728271484,130.010498046875,127.9376220703125
2016-03-14,23.319974899291992,52.0849494934082,114.35444641113281,58.01508712768555,20.75599479675293,64.40027618408203,58.22227096557617,92.08405303955078,129.71058654785156,127.56361389160156
2016-03-15,23.78856086730957,51.787662506103516,114.3725357055664,57.78373336791992,20.72602081298828,64.40705871582031,58.118045806884766,91.55284881591797,129.75341796875,126.35027313232422
2016-03-16,24.104738235473633,52.1986198425293,115.46775817871094,59.29930877685547,20.890871047973633,65.17912292480469,58.66226577758789,91.7392349243164,129.28201293945312,125.11198425292969
2016-03-17,24.066070556640625,52.53086853027344,118.30082702636719,60.54368209838867,21.123159408569336,66.1971206665039,59.51917266845703,92.82028198242188,132.6673583984375,127.0816421508789
2016-03-18,24.093366622924805,53.52761459350586,121.25157165527344,60.20069885253906,21.22806167602539,66.74368286132812,59.82023239135742,92.44750213623047,132.49588012695312,130.97943115234375
2016-03-21,24.09108543395996,53.51887130737305,122.97132110595703,60.53572082519531,21.123159408569336,65.88968658447266,59.68129348754883,91.75785827636719,133.224365234375,129.89071655273438
2016-03-22,24.27534294128418,52.9942741394043,122.3014907836914,60.26450729370117,21.19059944152832,65.24745178222656,59.34547424316406,90.93775939941406,133.09580993652344,128.15371704101562
2016-03-23,24.141128540039062,53.01175308227539,120.25591278076172,58.77285385131836,20.85340690612793,63.9424934387207,59.264434814453125,90.23882293701172,133.138671875,128.05401611328125
2016-03-24,24.036497116088867,52.87186050415039,119.58611297607422,60.05710983276367,20.950815200805664,64.80335998535156,59.426536560058594,90.6022720336914,133.31004333496094,127.15642547607422
2016-03-28,23.927310943603516,52.705745697021484,118.83484649658203,60.08103942871094,20.905858993530273,64.68721771240234,59.70445251464844,91.41304016113281,134.93838500976562,127.85453033447266
2016-03-29,24.493709564208984,52.98551940917969,118.46375274658203,60.63143539428711,21.05571937561035,65.12449645996094,59.727821350097656,91.47828674316406,134.8955841064453,128.84352111816406
2016-03-30,24.921350479125977,52.7144775390625,116.3819580078125,61.03026580810547,21.325469970703125,65.0766372680664,60.1484489440918,92.17723846435547,136.39532470703125,130.0652313232422
2016-03-31,24.791696548461914,53.68499755859375,114.89755249023438,61.05420684814453,21.332965850830078,65.17912292480469,59.42402267456055,92.55001831054688,136.22396850585938,130.4641571044922
2016-04-01,25.019149780273438,53.42269515991211,114.91563415527344,61.253623962402344,21.497819900512695,64.40027618408203,59.751190185546875,92.32635498046875,136.8238525390625,132.8243865966797
2016-04-04,25.27619743347168,53.002994537353516,114.35444641113281,60.4001350402832,21.278528213500977,63.83317947387695,59.669403076171875,91.96290588378906,133.8242950439453,131.12074279785156
2016-04-05,24.97821044921875,52.62704086303711,114.97898864746094,60.01722717285156,20.855079650878906,63.31391525268555,59.283836364746094,90.39725494384766,132.75302124023438,129.10946655273438
2016-04-06,25.23979949951172,52.60946273803711,115.7936019897461,60.001258850097656,21.172664642333984,64.79651641845703,59.50581741333008,90.8445816040039,132.41018676757812,128.97647094726562
2016-04-07,24.68932342529297,51.71331787109375,114.95183563232422,59.16373062133789,20.87019157409668,64.7623519897461,58.93331527709961,89.61443328857422,131.253173828125,125.00390625
2016-04-08,24.716629028320312,52.275611877441406,115.74835968017578,59.30729293823242,20.938255310058594,65.81452178955078,59.318885803222656,89.85671997070312,131.93885803222656,124.89584350585938
2016-04-11,24.798513412475586,52.53917694091797,115.77550506591797,59.53064727783203,20.88531494140625,65.06978607177734,59.307220458984375,89.71693420410156,131.59603881835938,126.49154663085938
2016-04-12,25.121509552001953,53.31232833862305,117.1875228881836,60.70322036743164,20.900447845458984,66.62073516845703,60.31201171875,90.72342681884766,132.02455139160156,128.24513244628906
2016-04-13,25.48546600341797,54.61263656616211,118.69908905029297,63.12018966674805,21.346582412719727,66.68221282958984,61.00135803222656,92.70845031738281,132.75302124023438,132.849365234375
2016-04-14,25.49910545349121,54.92013931274414,118.43659973144531,63.05636215209961,21.361711502075195,66.94181823730469,61.17661666870117,91.91630554199219,132.92442321777344,133.73033142089844
2016-04-15,24.987314224243164,54.595054626464844,118.69002532958984,63.152099609375,21.097049713134766,66.42943572998047,61.18832015991211,91.87902069091797,132.96726989746094,131.74403381347656
2016-04-18,24.448217391967773,54.99042892456055,119.45034790039062,63.21590805053711,21.31633949279785,67.43375396728516,61.38692855834961,94.57229614257812,133.09580993652344,132.15960693359375
2016-04-19,24.318561553955078,55.8514404296875,120.09297943115234,64.12528228759766,21.422195434570312,68.66353607177734,61.98280334472656,95.65332794189453,133.48146057128906,135.17640686035156
2016-04-20,24.368600845336914,57.1253776550293,118.18318939208984,63.606754302978516,21.505373001098633,69.4765853881836,60.68587875366211,96.2404556274414,133.48146057128906,138.7750701904297
2016-04-21,24.104738235473633,57.64372253417969,118.3370361328125,63.35708999633789,21.354145050048828,69.27842712402344,60.73263168334961,95.90496063232422,132.75302124023438,137.39541625976562
2016-04-22,24.03877067565918,57.924888610839844,118.61763763427734,63.083221435546875,21.28609275817871,69.6952133178711,61.46871566772461,96.7064208984375,131.81027221679688,138.5838623046875
2016-04-25,23.90228843688965,57.722816467285156,118.34608459472656,61.85087966918945,21.346582412719727,69.35359954833984,61.38692855834961,97.45196533203125,131.4674530029297,137.2042694091797
2016-04-26,23.73624038696289,58.16210174560547,120.59989166259766,62.543556213378906,21.512937545776367,69.88652038574219,62.70720291137695,97.75019073486328,132.41018676757812,137.82757568359375
2016-04-27,22.250877380371094,58.188453674316406,124.0755844116211,63.373191833496094,21.656614303588867,70.95233154296875,62.625423431396484,98.11363220214844,132.5387420654297,138.72518920898438
2016-04-28,21.570758819580078,57.8458137512207,122.01189422607422,62.624107360839844,21.142417907714844,69.96166229248047,62.41510772705078,96.94872283935547,132.41018676757812,136.5394287109375
2016-04-29,21.322811126708984,57.485599517822266,122.01189422607422,62.599945068359375,20.787015914916992,69.81134033203125,61.46871566772461,96.23113250732422,131.7674102783203,136.38983154296875
2016-05-02,21.300060272216797,57.70524978637695,121.29679870605469,62.69662094116211,20.696277618408203,70.5833969116211,61.51543426513672,97.25627136230469,132.36734008789062,138.1101837158203
2016-05-03,21.65036392211914,56.97601318359375,119.92102813720703,61.504520416259766,20.31063461303711,69.22380065917969,60.48725128173828,96.71574401855469,131.253173828125,135.58367919921875
2016-05-04,21.425172805786133,56.45765686035156,118.47282409667969,59.796958923339844,19.9930477142334,68.72502899169922,60.04327392578125,96.61322021484375,128.85354614257812,133.0322265625
2016-05-05,21.338199615478516,56.158931732177734,119.54991912841797,58.62907409667969,19.819124221801758,69.2921142578125,59.41236114501953,97.78746032714844,128.0821990966797,132.5834197998047
2016-05-06,21.219202041625977,56.67730712890625,120.61796569824219,59.08817672729492,20.061098098754883,69.59271240234375,59.774559020996094,98.35594177246094,129.06777954101562,132.01832580566406
2016-05-09,21.235225677490234,56.21164321899414,119.5680160522461,57.01008605957031,20.04598045349121,68.5610580444336,59.400665283203125,98.16954040527344,127.9964828491211,130.9046630859375
2016-05-10,21.3794002532959,56.967227935791016,121.9394760131836,58.403533935546875,20.43918228149414,69.18962860107422,60.21854019165039,99.34379577636719,130.6104278564453,134.1542205810547
2016-05-11,21.171144485473633,56.74758529663086,121.36456298828125,58.33910369873047,20.18964958190918,69.10079193115234,59.87969970703125,95.3271713256836,130.010498046875,132.49195861816406
2016-05-12,20.674531936645508,56.52793502807617,122.66035461425781,57.75111770629883,20.166963577270508,69.77037048339844,60.21854019165039,94.7866439819336,128.93923950195312,131.37005615234375
2016-05-13,20.715730667114258,56.334659576416016,120.56155395507812,56.43822479248047,20.061098098754883,68.8275146484375,59.06185531616211,93.67764282226562,127.01097106933594,129.1011505126953
2016-05-16,21.484670639038086,56.29072189331055,122.40483093261719,56.94566345214844,20.393814086914062,69.88652038574219,60.288631439208984,93.52852630615234,128.38214111328125,129.13442993164062
2016-05-17,21.39542007446289,55.139774322509766,120.96305084228516,57.22756576538086,20.151844024658203,69.5619888305664,60.18349838256836,93.13713073730469,127.31090545654297,128.52772521972656
2016-05-18,21.64028549194336,55.80750274658203,119.53042602539062,56.857059478759766,20.20476722717285,69.08560180664062,59.36562728881836,92.26112365722656,126.88238525390625,132.92417907714844
2016-05-19,21.557907104492188,55.12220001220703,116.87500762939453,55.92274856567383,20.84751319885254,68.94058990478516,59.318885803222656,91.7112808227539,125.81108856201172,128.56922912597656
2016-05-20,21.791336059570312,56.158931732177734,116.24536895751953,56.27714538574219,21.149980545043945,68.89917755126953,60.00822830200195,92.98802185058594,126.6680908203125,128.4113006591797
2016-05-23,22.068246841430664,55.8690071105957,116.41873931884766,56.70403289794922,21.127294540405273,68.61609649658203,61.05976104736328,92.42886352539062,126.36815643310547,129.1925811767578
2016-05-24,22.40465545654297,56.99360275268555,116.34573364257812,57.2597770690918,21.52806282043457,69.17534637451172,61.71406173706055,92.73638916015625,127.91081237792969,130.97113037109375
2016-05-25,22.798280715942383,57.380165100097656,117.5867691040039,58.45186996459961,21.868335723876953,70.2662353515625,61.76081848144531,93.06257629394531,128.93923950195312,134.01292419433594
2016-05-26,22.979076385498047,57.30988311767578,117.99739074707031,58.05718231201172,21.85321044921875,70.07982635498047,60.74430847167969,93.01596069335938,128.63926696777344,132.32582092285156
2016-05-27,22.965356826782227,57.564666748046875,117.91525268554688,57.96052551269531,21.868335723876953,70.4388427734375,60.966304779052734,93.46332550048828,129.06777954101562,133.12692260742188
2016-05-31,22.85321044921875,57.77552795410156,115.11385345458984,58.403533935546875,21.966638565063477,69.7345962524414,60.00822830200195,92.46615600585938,129.53912353515625,133.0851287841797
2016-06-01,22.53281593322754,57.90731430053711,115.35111236572266,58.21022033691406,21.85321044921875,69.8243637084961,60.26526641845703,91.81378936767578,129.0249481201172,133.4940948486328
2016-06-02,22.36347198486328,58.34661102294922,115.75260162353516,59.29758071899414,21.989320755004883,69.41011810302734,61.03640365600586,92.00017547607422,128.76783752441406,132.9182891845703
2016-06-03,22.40923309326172,57.53831100463867,116.23624420166016,60.44136047363281,22.02713394165039,69.49986267089844,62.111331939697266,92.02813720703125,128.2964630126953,129.90576171875
2016-06-06,22.57172393798828,57.93367004394531,120.36079406738281,61.5528450012207,22.004451751708984,69.85197448730469,62.66048049926758,92.05608367919922,129.06777954101562,131.065673828125
2016-06-07,22.66326332092285,57.889739990234375,120.38817596435547,61.86698913574219,21.98176383972168,71.33644104003906,62.742252349853516,91.65536499023438,129.1535186767578,129.48841857910156
2016-06-08,22.642663955688477,58.21480941772461,121.36456298828125,62.91408157348633,22.034692764282227,71.17761993408203,62.7188720703125,91.366455078125,129.88197326660156,129.04624938964844
2016-06-09,22.805150985717773,57.731605529785156,121.4558334350586,62.14891052246094,22.034692764282227,70.98430633544922,62.613731384277344,91.18006896972656,129.5819549560547,127.81947326660156
2016-06-10,22.61749267578125,57.08144760131836,119.66728973388672,61.238739013671875,21.951519012451172,70.41123962402344,62.36836242675781,90.714111328125,128.7249298095703,125.08233642578125
2016-06-13,22.276498794555664,55.93928909301758,118.55403900146484,60.59437561035156,21.807844161987305,70.49409484863281,61.562191009521484,90.92845153808594,127.8250961303711,124.03089904785156
2016-06-14,22.303958892822266,53.65497589111328,119.08329772949219,60.29634475708008,21.898584365844727,69.92791748046875,60.90788269042969,91.70197296142578,130.4390106201172,121.99474334716797
2016-06-15,22.230728149414062,53.96247100830078,118.77304077148438,60.46550750732422,21.664175033569336,69.47914123535156,60.59242248535156,91.58080291748047,131.081787109375,121.96965789794922
2016-06-16,22.324552536010742,54.41054916381836,118.0521240234375,60.401065826416016,21.830530166625977,69.78294372558594,60.977989196777344,91.68330383300781,132.29075622558594,122.36189270019531
2016-06-17,21.816509246826172,54.349063873291016,118.4627685546875,61.15816879272461,21.891019821166992,70.1281509399414,61.842594146728516,92.26112365722656,132.11805725097656,121.53580474853516
2016-06-20,21.763874053955078,54.73564147949219,121.13644409179688,61.56089782714844,21.77759552001953,70.8462142944336,62.00619125366211,92.79232025146484,133.11106872558594,123.29656982421875
2016-06-21,21.949247360229492,54.726844787597656,120.01407623291016,61.60924530029297,21.754913330078125,71.28118896484375,62.23984146118164,92.09336853027344,133.58604431152344,123.79729461669922
2016-06-22,21.866853713989258,54.42813491821289,120.24217987060547,61.56089782714844,21.717103958129883,70.62528991699219,62.18142318725586,92.0654067993164,132.89524841308594,123.6220474243164
2016-06-23,21.99272346496582,55.57028579711914,121.8664779663086,63.00267791748047,22.095184326171875,72.10973358154297,62.7188720703125,92.27975463867188,134.66537475585938,127.39392852783203
2016-06-24,21.374820709228516,52.76760482788086,115.45147705078125,58.82236099243164,20.98362922668457,70.35600280761719,60.25359344482422,89.20438385009766,128.75022888183594,118.38135528564453
2016-06-27,21.06358528137207,50.667808532714844,111.9656753540039,57.49336242675781,20.650907516479492,69.2927474975586,58.38416290283203,87.95559692382812,126.59149932861328,116.4203109741211
2016-06-28,21.418302536010742,50.869876861572266,113.05157470703125,58.41159439086914,21.01386833190918,70.16958618164062,57.193145751953125,89.51191711425781,129.26840209960938,118.84037017822266
2016-06-29,21.603670120239258,52.65354919433594,115.88036346435547,59.788917541503906,21.36927032470703,71.40547180175781,58.25445556640625,90.37861633300781,131.90216064453125,121.41899108886719
2016-06-30,21.878297805786133,53.65134048461914,118.50837707519531,61.06154251098633,21.69441795349121,72.37899780273438,58.62000274658203,91.16144561767578,135.9175262451172,123.98921203613281
2016-07-01,21.944664001464844,53.58952713012695,118.34416961669922,61.57700729370117,21.77759552001953,71.90948486328125,58.41954040527344,91.35713958740234,135.96066284179688,123.71380615234375
2016-07-05,21.738697052001953,52.22970199584961,115.86209869384766,59.90972900390625,21.617355346679688,71.50904083251953,57.49976348876953,91.0123291015625,135.7879638671875,120.542724609375
2016-07-06,21.862279891967773,52.52110290527344,115.85298919677734,60.272178649902344,21.914947509765625,72.20638275146484,56.745025634765625,91.74854278564453,137.0400848388672,121.4856948852539
2016-07-07,21.956111907958984,52.81248092651367,116.04460906982422,60.44938278198242,21.930206298828125,71.1500473022461,56.83937072753906,92.37749481201172,137.38548278808594,122.67070770263672
2016-07-08,22.125459671020508,54.29594421386719,118.70915222167969,62.318031311035156,22.326995849609375,72.33757019042969,58.25445556640625,93.51331329345703,139.0261993408203,125.49126434326172
2016-07-11,22.19411849975586,54.88753890991211,120.48855590820312,62.66438293457031,22.456714630126953,72.76564025878906,58.78510665893555,93.85124206542969,139.0693359375,127.0017318725586
2016-07-12,22.294809341430664,55.62928009033203,119.36614227294922,64.27532958984375,22.594064712524414,73.7253646850586,60.082271575927734,94.0577621459961,139.28521728515625,130.94888305664062
2016-07-13,22.168943405151367,55.717559814453125,118.72740936279297,64.18669891357422,22.700899124145508,73.63560485839844,60.353515625,93.75738525390625,139.71697998046875,131.7833709716797
2016-07-14,22.60834312438965,56.16790008544922,120.04143524169922,64.4847183227539,22.708518981933594,73.67013549804688,61.08463668823242,93.84185791015625,140.88267517089844,135.6387176513672
2016-07-15,22.606046676635742,56.31800842285156,120.80793762207031,65.00019836425781,22.754308700561523,73.89797973632812,61.3912467956543,93.68228149414062,141.96214294433594,134.88768005371094
2016-07-18,22.846342086791992,56.503448486328125,121.75694274902344,64.91075897216797,22.822982788085938,73.24897003173828,62.02803039550781,94.01082611083984,142.09165954589844,136.29795837402344
2016-07-19,22.85549545288086,56.6535530090332,122.8793716430664,64.84568786621094,22.830610275268555,73.21441650390625,61.74501037597656,93.37251281738281,142.17796325683594,134.6957244873047
2016-07-20,22.876096725463867,56.936126708984375,122.93411254882812,64.80502319335938,23.372386932373047,72.90373229980469,62.44075393676758,92.19913482666016,141.5303955078125,134.9961395263672
2016-07-21,22.75480079650879,56.00896072387695,121.84820556640625,65.06526947021484,23.334230422973633,72.76564025878906,61.91008758544922,92.00200653076172,140.70999145507812,133.56085205078125
2016-07-22,22.57858657836914,56.7595100402832,121.79346466064453,64.5529556274414,23.433425903320312,72.95207977294922,62.641239166259766,91.72039031982422,138.42172241210938,133.86129760742188
2016-07-25,22.276498794555664,56.80366897583008,121.30982208251953,63.9918212890625,23.49447250366211,71.16382598876953,62.818119049072266,91.42001342773438,136.60833740234375,133.94471740722656
2016-07-26,22.1231746673584,56.8389892578125,123.05274200439453,67.29345703125,23.563146591186523,70.89456939697266,63.136512756347656,90.76292419433594,135.87432861328125,134.4871368408203
2016-07-27,23.56035614013672,57.033241271972656,124.06561279296875,68.39131164550781,23.471580505371094,70.60457611083984,63.2426643371582,90.42498779296875,135.05397033691406,134.3452911376953
2016-07-28,23.878467559814453,57.2098388671875,121.37370300292969,67.43171691894531,23.288448333740234,70.28004455566406,63.28982162475586,90.0307388305664,134.9244384765625,133.96139526367188
2016-07-29,23.848716735839844,56.918453216552734,121.96682739257812,67.30158996582031,23.29607582092285,70.75646209716797,63.28982162475586,90.06828308105469,134.44952392578125,132.52610778808594
2016-08-01,24.269807815551758,56.627071380615234,121.55621337890625,66.64289855957031,23.448686599731445,68.4296646118164,63.266212463378906,89.68342590332031,134.49266052246094,132.00033569335938
2016-08-02,23.910503387451172,56.044288635253906,120.08706665039062,66.06550598144531,23.3647518157959,68.76107788085938,62.653018951416016,89.18590545654297,134.06092834472656,130.231201171875
2016-08-03,24.210304260253906,56.36217498779297,120.33342742919922,66.70796966552734,23.441059112548828,69.46533966064453,63.00678634643555,90.19970703125,134.4063720703125,132.1338653564453
2016-08-04,24.359865188598633,56.459293365478516,119.73116302490234,66.49652099609375,23.50209617614746,69.31343078613281,63.077552795410156,89.32669830322266,134.5790557861328,131.89183044433594
2016-08-05,24.730314254760742,57.854434967041016,120.20569610595703,67.13894653320312,23.68524169921875,69.39630126953125,63.25443649291992,89.95564270019531,135.05397033691406,135.26321411132812
2016-08-08,24.93509292602539,58.128177642822266,120.62542724609375,67.85462188720703,23.662342071533203,69.8726806640625,63.207279205322266,89.88053894042969,135.0108184814453,135.88076782226562
2016-08-09,25.036334991455078,57.739646911621094,121.01779174804688,67.3585433959961,23.608924865722656,69.95555114746094,62.95960998535156,90.744140625,135.14036560058594,136.38980102539062
2016-08-10,24.84996223449707,57.165687561035156,121.70789337158203,67.212158203125,23.540258407592773,69.1408462524414,63.030372619628906,91.86119079589844,135.0108184814453,135.34666442871094
2016-08-11,24.833860397338867,57.819129943847656,122.37031555175781,67.69193267822266,23.61656379699707,70.0107650756836,63.25443649291992,91.7767105102539,135.09716796875,136.74024963378906
2016-08-12,24.89137840270996,57.730812072753906,122.46234893798828,67.49676513671875,23.555522918701172,70.53551483154297,61.70964050292969,90.90371704101562,134.88134765625,136.231201171875
2016-08-15,25.190500259399414,57.95158386230469,123.8976821899414,68.43197631835938,23.799692153930664,70.95670318603516,62.2520637512207,91.14778137207031,134.88134765625,138.1505889892578
2016-08-16,25.1674861907959,57.66018295288086,124.21047973632812,68.54580688476562,23.746278762817383,70.85311889648438,61.74501037597656,90.94126892089844,134.66537475585938,138.23397827148438
2016-08-17,25.130674362182617,57.99571990966797,123.952880859375,68.64340209960938,23.441059112548828,71.32058715820312,62.075191497802734,90.93189239501953,135.09716796875,138.25067138671875
2016-08-18,25.09845733642578,57.95158386230469,124.21047973632812,67.80580139160156,23.257925033569336,72.24855041503906,62.770938873291016,90.72537231445312,135.7016143798828,138.57615661621094
2016-08-19,25.16288948059082,57.86326599121094,123.69524383544922,68.17989349365234,23.288448333740234,71.39036560058594,62.9950065612793,90.48130798339844,134.9244384765625,138.71804809570312
